,Language,Parameter,State_1,Certainty_1,Reference_1,Comments_1,State_2,Certainty_2,Reference_2,Comments_2
837,South_Wa,Pron1P,7,1,pp. 14,,5,2,pp. 42,
838,South_Wa,Pron2P,4,1,pp. 14,,3,2,pp. 42,
839,South_Wa,Pron3P,8,1,pp. 14,,3,2,pp. 42,
840,South_Wa,Cases,0,2,pp. 9,,0,2,pp. 40,
841,South_Wa,Dem,6,2,pp. 14,,11,2,pp. 51,
842,South_Wa,NumClass,0,,,,1,2,"pp. 27-28, pp. 55-56",
843,South_Wa,GenClass,0,,,,0,2,pp. 55-56,
844,South_Wa,NounClass,0,2,pp. 11,El género se distingue porque son distintas palabras y el plural es añadiendo un adj al nombre,1,2,pp. 55-56,clasificadores
845,South_Wa,InstrCom,nan,,,,0,2,pp. 60,El comitativo es mediante preposición
846,South_Wa,Poss,0,1,pp. 14-15,No parece tan confiable,nan,,,
847,South_Wa,LocDir,nan,,,,0,2,pp. 33,
848,South_Wa,TempLoc,nan,,,,0,2,pp. 33,
849,South_Wa,DitransMarking,nan,,,,nan,,,
850,South_Wa,,0,1,pp. 12,"En base al ejemplo de clear water y el registro del adjetivo clear, parece que no hay concordancia entre nombre y adjetivo",0,2,pp. 48,
851,South_Wa,CA_case,0,,pp. 9,,0,2,pp. 40,
852,South_Wa,CA_head,nan,,,,0,1,pp. 46 y pp.72,Parece que no hay morfología verbal
853,South_Wa,CA_wordorder,nan,,,,1,2,pp. 24,
854,South_Wa,PronAlign,nan,,,,neutro,2,pp. 43,
855,South_Wa,NomAlign,neutro,2,pp. 9,,neutro,1,pp. 40,Parece que no se marca las RG mediante caso
856,South_Wa,TA_marks,nan,,,,0,2,pp. 78 y pp. 80-81,Es mediante léxico
857,South_Wa,Evid,nan,,,,nan,,,
858,South_Wa,Questions,nan,,,,0,2,pp.103-104,Es mediante léxico
859,South_Wa,MorphCaus,nan,,,,0,2,pp. 98-99,La causatividad se expresa mediante verbos 
860,South_Wa,,0,2,pp. 15,,0,2,pp. 21,
861,South_Wa,Tones,5,2,pp. 8,,0,1,,No aparece en el capítulo 2 q es de fonología y morfología
862,South_Wa,Consonants,nan,,,Solo hay referencia de la ortografía,35,2,pp. 14,
863,South_Wa,Vowels,nan,,,,9,2,pp. 15,
864,South_Wa,NasVowels,nan,,,,0,2,pp. 15,
865,South_Wa,AdjN,ambos,2,pp. 12,Pero usualmente N Adj,N Adj ,2,pp. 39,
866,South_Wa,GenN,N GEN ,2,pp. 15,,N GEN ,2,pp. 69,
867,South_Wa,BasicWO,nan,,,,SVO ,2,pp. 21,"o VSO, siempre O al final"
868,Tarifiyt,Pron1P,4,2,pp. 68,,2,2,pp. 21,
869,Tarifiyt,Pron2P,6,2,pp. 68,,4,2,pp. 21,
870,Tarifiyt,Pron3P,6,2,pp. 69,,4,2,pp. 21,
871,Tarifiyt,Cases,0,1,pp. 52,,11,2,pp. 22,
872,Tarifiyt,Dem,22,2,pp.81,,6,2,pp. 24,
873,Tarifiyt,NumClass,0,,,,0,,,
874,Tarifiyt,GenClass,0,,,,0,,,
875,Tarifiyt,NounClass,1,2,pp. 42-43,,0,,,
876,Tarifiyt,InstrCom,0,2,pp. 321,Solo hay preposición para instrumento. No hay mención de comitativo en la gramática.,nan,,,
877,Tarifiyt,Poss,nan,,,,nan,,,
878,Tarifiyt,LocDir,nan,,,,nan,,,
879,Tarifiyt,TempLoc,nan,,,,nan,,,
880,Tarifiyt,DitransMarking,nan,,,,nan,,,
881,Tarifiyt,,nan,,pp. 368,Los verbos actúan de adjetivos.,nan,,pp.24,Tarifiyt no tiene adjetivos
882,Tarifiyt,CA_case,1,1,pp. 51-52,Mencionan caso nom-acc,nan,,,
883,Tarifiyt,CA_head,nan,,,,nan,,,
884,Tarifiyt,CA_wordorder,1,2,pp. 439-440,,1,2,pp. 33,
885,Tarifiyt,PronAlign,nan,,,,nan,,,
886,Tarifiyt,NomAlign,nominativo-acusativo,1,pp. 51-52,Mencionan caso nom-acc,nan,,,
887,Tarifiyt,TA_marks,4,1,pp. 167-170,,3,1,pp. 19,
888,Tarifiyt,Evid,nan,,,,nan,,,
889,Tarifiyt,Questions,0,2,pp. 427,Mediante partícula o entonación,0,2,pp. 26,Mediante pronombres interrogativo
890,Tarifiyt,MorphCaus,0,2,pp. 321,Mediante preposición,1,2,pp. 18,
891,Tarifiyt,,1,2,pp. 30,,1,2,pp. 15,
892,Tarifiyt,Tones,0,1,,No aparece en la parte de fonología,0,1,,No aparece en la parte de fonología
893,Tarifiyt,Consonants,24,1,pp. 1,,31,2,pp. 14,
894,Tarifiyt,Vowels,6,1,pp. 1,,3,2,pp. 14,
895,Tarifiyt,NasVowels,0,1,,No aparece en la parte de vocales,0,2,pp. 14,
896,Tarifiyt,AdjN,N Adj ,2,pp. 370,,nan,,,
897,Tarifiyt,GenN,nan,,,,nan,,,
898,Tarifiyt,BasicWO,VSO ,2,pp. 439-440,"También SOV, el objeto siempre después del sujeto",VSO ,2,pp. 33,
899,Thado_Chin,Pron1P,5,2,pp. 40,,5,2,pp. 101,
900,Thado_Chin,Pron2P,3,2,pp. 40,,3,2,pp. 101,
901,Thado_Chin,Pron3P,3,2,pp. 40,,3,2,pp. 101,
902,Thado_Chin,Cases,7,2,pp. 45-46,,5,2,pp. 125,
903,Thado_Chin,Dem,2,2,pp. 40,,6,2,pp. 103,
904,Thado_Chin,NumClass,0,,,,0,2,pp. 123-124,
905,Thado_Chin,GenClass,0,,,,0,2,pp. 123-124,
906,Thado_Chin,NounClass,1,2,pp. 36-38,,1,2,pp. 123-124 y pp. 107,
907,Thado_Chin,InstrCom,nan,,,,1,2,pp. 125,
908,Thado_Chin,Poss,nan,,,,nan,,,
909,Thado_Chin,LocDir,1,2,pp. 35 y pp. 47,,nan,,,
910,Thado_Chin,TempLoc,nan,,,,nan,,,
911,Thado_Chin,DitransMarking,nan,,,,0,2,pp. 213,
912,Thado_Chin,,1,2,pp. 52,,nan,2,pp. 116-118,Son adjectival verbs
913,Thado_Chin,CA_case,1,2,pp. 45-46,,1,2,pp. 125,
914,Thado_Chin,CA_head,0,2,pp. 59,,1,2,pp. 156,
915,Thado_Chin,CA_wordorder,1,,pp. 79,,1,2,pp. 198,
916,Thado_Chin,PronAlign,nominativo-acusativo,2,pp. 42-43,,nan,,,
917,Thado_Chin,NomAlign,nominativo-acusativo,2,pp. 42-43,,ergativo-absolutivo,2,pp. 125,
918,Thado_Chin,TA_marks,0,2,pp. 64-67,Léxico,0,2,pp. 143-144,Léxico
919,Thado_Chin,Evid,nan,,,,1,2,pp. 151,
920,Thado_Chin,Questions,1,2,pp. 71,,1,2,pp. 214,
921,Thado_Chin,MorphCaus,1,2,pp. 61,,1,2,pp. 213-214,
922,Thado_Chin,,1,2,pp. 60,,0,2,pp. 132,
923,Thado_Chin,Tones,5,2,pp. 7,,3,2,pp. 72,
924,Thado_Chin,Consonants,23,2,pp. 6,,20,2,pp. 44,
925,Thado_Chin,Vowels,6,2,pp. 6-7,,6,2,pp. 53,
926,Thado_Chin,NasVowels,0,2,pp. 6-7,,0,2,pp. 53,
927,Thado_Chin,AdjN,N Adj ,2,pp. 6,,N Adj ,2,pp. 129-130,
928,Thado_Chin,GenN,nan,1,pp. 6,"No aparece en la FN, pero hay caso posesivo en el nombre",GEN N ,2,pp. 129-130,
929,Thado_Chin,BasicWO,SOV ,1,pp. 79,"También OSV, solo mencionan que el V está al final",SOV ,2,pp. 198,Tambiéen OSV para fines pragmáticos
930,Yuwaalaraay_Gamilaraay,Pron1P,3,2,pp. 47,,3,2,pp. 127-128,
931,Yuwaalaraay_Gamilaraay,Pron2P,3,2,pp. 47,,3,2,pp. 127-128,
932,Yuwaalaraay_Gamilaraay,Pron3P,1,2,pp. 47,,6,2,pp. 128-129,
933,Yuwaalaraay_Gamilaraay,Cases,6,2,pp. 38,,10,2,pp. 19-20,
934,Yuwaalaraay_Gamilaraay,Dem,19,2,pp. 87-92,,17,1,pp. 161 y pp. 170,El autor dice que la lista no es concluyente ya que faltan muchos más
935,Yuwaalaraay_Gamilaraay,NumClass,0,,,,0,,,
936,Yuwaalaraay_Gamilaraay,GenClass,0,,,,0,,,
937,Yuwaalaraay_Gamilaraay,NounClass,1,2,pp. 43,,1,2,pp. 96-109,
938,Yuwaalaraay_Gamilaraay,InstrCom,1,2,pp. 41,,1,2,pp. 23 y pp. 73,
939,Yuwaalaraay_Gamilaraay,Poss,nan,,,,nan,,,
940,Yuwaalaraay_Gamilaraay,LocDir,nan,,,,nan,,,
941,Yuwaalaraay_Gamilaraay,TempLoc,nan,,,,nan,,,
942,Yuwaalaraay_Gamilaraay,DitransMarking,nan,,,,nan,,,
943,Yuwaalaraay_Gamilaraay,,1,2,pp. 36,Tanto el sujeto como el adjetivo toma afijos de caso,1,2,xxxvii,Tanto el sujeto como el adjetivo toma afijos de caso
944,Yuwaalaraay_Gamilaraay,CA_case,1,2,pp. 36,,1,2,,
945,Yuwaalaraay_Gamilaraay,CA_head,0,1,,En la gramática no aparece y en los ejemplos parece no haber,0,2,,No sale en el cap de morfo verbal y en los ejemplos no parece haber
946,Yuwaalaraay_Gamilaraay,CA_wordorder,1,2,pp. 93,,1,2,pp. 408,
947,Yuwaalaraay_Gamilaraay,PronAlign,activo-inactivo,2,pp. 48,,activo-inactivo,2,pp. 127-129,
948,Yuwaalaraay_Gamilaraay,NomAlign,ergativo-absolutivo,2,pp. 36,,activo-inactivo,2,pp. 38-39,
949,Yuwaalaraay_Gamilaraay,TA_marks,8,2,pp. 61 y pp. 74,,nan,,,
950,Yuwaalaraay_Gamilaraay,Evid,nan,,,,nan,,,
951,Yuwaalaraay_Gamilaraay,Questions,nan,,,,0,2,pp. 237,Léxico
952,Yuwaalaraay_Gamilaraay,MorphCaus,nan,,,,1,2,pp. 353,
953,Yuwaalaraay_Gamilaraay,,0,1,pp. 59,"En el capítulo no se menciona. Al parecer por los ejemplos, parece que no.",0,1,pp. 271,"En el capítulo de morfología verbal no aparece, y en los ejemplos parece no haber."
954,Yuwaalaraay_Gamilaraay,Tones,0,2,pp. 14,,0,2,pp. 497,
955,Yuwaalaraay_Gamilaraay,Consonants,15,2,pp. 14,,15,2,pp. 497,
956,Yuwaalaraay_Gamilaraay,Vowels,6,2,pp. 18,,6,2,pp. 497,
957,Yuwaalaraay_Gamilaraay,NasVowels,0,2,pp. 18,,0,2,pp. 497,
958,Yuwaalaraay_Gamilaraay,AdjN,Adj N ,2,pp. 96,,Adj N ,2,pp. 431,
959,Yuwaalaraay_Gamilaraay,GenN,N GEN ,2,pp. 96-97,,ambos,2,pp. 434,
960,Yuwaalaraay_Gamilaraay,BasicWO,SOV ,2,pp. 93,Este orden de palabras ocurre en un  65% de 150 oraciones recogidas,SOV ,2,pp. 408,La tabla muestra más frecuencia de SOV
961,Carijona,Pron1P,2,1,Koch-Grünberg 1908: 969,no informa sobre inclusivo/exclusivo,3,1,Moreno 2000: 174,Da exclusivo/inclusivo; pero ninguna forma para 2pl
962,Carijona,Pron2P,2,1,Koch-Grünberg 1908: 969,,1,1,Moreno 2000: 174,"Las formas de 2pl de Koch-Grünberg y de 1excl. tienen cierta correspondencia, probablemente la misma forma"
963,Carijona,Pron3P,2,2,Koch-Grünberg 1908: 969,,2,2,Moreno 2000: 174,
964,Carijona,Cases,0,1,Koch-Grünberg 1908:959,"“No hay caso” - pero da una lista de oblicuos postposicionales; probablemente no ligados, pero tal vez algunos de ellos; no se sabe",2,2,Moreno 2000: 175,only dative and comitative as bound forms: “Las demás postposiciones parecen no participar de la prefija­ción de morfemas de persona. “
965,Carijona,Dem,2,2,Koch-Grünberg 1908:972,,nan,,no se comenta,
966,Carijona,NumClass,0,2,,,0,2,,
967,Carijona,GenClass,0,2,,no hay marca de possession,0,1,,
968,Carijona,NounClass,1,1,Koch-Grünberg 1908:957,“no hay evidencia de genéro” pero da varios ejemplos de clasificadores nominales; possibly compounds?,1,1,Moreno 2000: 174,"“ Los procesosgramaticales propios del nombre son los de determinación. Ladeterminación permite a un nombre modificar su referencia; puedeasí remitir a la generalidad la clase de las entidades que denota,hasta llegar a referir a una sola entidad dentro de la clase.”"
969,Carijona,InstrCom,1,2,Koch-Grünberg 1908:961,Comitativo: -mateInstrumental: -ke,1,2,Moreno 2000: 175,
970,Carijona,Poss,1,2,Koch-Grünberg 1908:970,“a punto de perderse”,1,2,Moreno 2000: 175,"pues, no se perdió"
971,Carijona,LocDir,1,2,Koch-Grünberg 1908:959,,1,2,Moreno 2000: 175,
972,Carijona,TempLoc,nan,,,no se menciona locativo temporal,nan,,no se comenta,
973,Carijona,DitransMarking,1,2,Koch-Grünberg 1908:960,postpositions for beneficiary,1,2,Moreno 2000: 175,dative (-dza)
974,Carijona,CA_case,0,2,Koch-Grünberg 1908:955,no hay marca de caso,0,2,Moreno 2000: 173,
975,Carijona,CA_head,1,2,Koch-Grünberg 1908:976,Ergativo,1,2,Moreno 2000: 173,Switch to Nom-Acc in most persons
976,Carijona,CA_wordorder,0,2,Koch-Grünberg 1908:955,cross-referencing,0,2,Moreno 2000: 175,OV como órden básico
977,Carijona,PronAlign,neutro,2,Koch-Grünberg 1908:976,only cross-referencing,neutro,2,Moreno 2000: 173,same form for both Nom-Acc
978,Carijona,NomAlign,neutro,2,Koch-Grünberg 1908:976,erg-abs lost on the verbal marking,neutro,2,Moreno 2000: 173,only marked on verb
979,Carijona,TA_marks,6,2,Koch-Grünberg 1908:973,"-he, -ta, -ka, -ne, -i, t...-se ",6,2,Moreno 2000: 177,no holistic list but additional cases (those of Koch-Grünberg) in appendix text
980,Carijona,Evid,0,,no se habla de evidencialidad,,0,,no se habla de evidencialidad,
981,Carijona,Questions,nan,,no se habla de interrogación,,nan,,no se habla de interrogación,
982,Carijona,MorphCaus,0,,ningun comentario,,1,2,Moreno 2000: 174,existen dos
983,Carijona,Tones,0,,ningun comentario,,0,,ningun comentario,
984,Carijona,Consonants,20,1,Koch-Grünberg 1908:90,18 + 2 glides,14,2,Moreno 2000: 172,"/ d / desaparecida, para otros da reglas fonológicas, no son “distinctive features”"
985,Carijona,Vowels,13,1,Koch-Grünberg 1908:89,counting nasal vowels,7,2,Moreno 2000: 172,Da reglas fonológicas que explican la diferencia and attests phonological stability of Carijona (expect for / d/)
986,Carijona,NasVowels,5,2,Koch-Grünberg 1908:89,“las nasalizaciones son escasaz”,0,1,Moreno 2000: 172,no menciona nasalización
987,Carijona,AdjN,Adj N ,2,Koch-Grünberg 1908:958,,nan,,,not discussed and no examples
988,Carijona,GenN,GEN N ,2,Koch-Grünberg 1908:955,"Sin marca, pero es “Modificador – Head”",nan,,,ningun comentario
989,Carijona,BasicWO,SOV ,2,Koch-Grünberg 1908:955,"SOV, sometimes OVS",SOV ,2,Moreno 2000: 174,"OV at the center of typology in this language, Subject can vary to some degree"
990,Carijona,VP_Agr,1,2,Koch-Grünberg 1908:973,,1,2,Moreno 2000: 173,
991,Carijona,NP_Agr,nan,,,no Adj-N constructions with plural,nan,,,no adjectives mentioned in text
992,Domari,Pron1P,2,2,Macalister 1914:20,Phrasal form for incl/excl (p. 22),2,2,Matras 2012:214,
993,Domari,Pron2P,2,2,Macalister 1914:20,,2,2,Matras 2012:214,
994,Domari,Pron3P,2,2,Macalister 1914:20,,2,2,Matras 2012:214,
995,Domari,Cases,8,2,Macalister 1914:15,"—Nominative, Voca­tive, Accusative, Dative, Locative+Instrum ental (one form), Associative, Directive, Ablative.",7,2,Matras 2012:214,"Benefactivo, Locativo, Dativo, Sociativo, Ablativo, Nom, Voc"
996,Domari,Dem,6,2,Macalister 1914:23,,6,2,Matras 2012:219,"gender contrast in demonstratives, but not personal pronouns"
997,Domari,NumClass,0,2,,Number system is borrowed from arabic,0,2,Matras 2012:188,Kurdish and arabic number system
998,Domari,GenClass,0,2,,,0,2,,
999,Domari,NounClass,1,2,Macalister 1914:9,,1,2,Matras 2012:128,
1000,Domari,InstrCom,1,2,Macalister 1914:12,,0,2,Matras 2012:163,"Not productive anymore: “a marginal case marker in the Domari variety of Jerusalem, having been almost entirely replaced by the Arabic preposition PDযn‘with’ among the majority of speakers. It is used in a comitative function; all examples in the corpus are limited to its occurrence with the verb ߂ ‘to speak’:"
1001,Domari,Poss,0,2,Macalister 1914:22,only pronominal suffixes,0,2,Matras 2012:166,
1002,Domari,LocDir,1,2,Macalister 1914:12,“directive” and locative,0,2,Matras 2012:147,"Directional either by locative or dative (depends on the semantics), but directive has been lost"
1003,Domari,TempLoc,0,2,Macalister 1914:12,,0,2,Matras 2012:155,Expressions of time are similarly treated by analogy to spatial containment:
1004,Domari,DitransMarking,1,2,Macalister 1914:15,dativo,1,2,Matras 2012:316,dativo
1005,Domari,CA_case,1,2,Macalister 1914: 21,,1,2,Matras 2012:214,"caso en los nombres, no en los pronombres"
1006,Domari,CA_head,1,2,Macalister 1914: 21,,1,2,Matras 2012:214,subject and object affixes
1007,Domari,CA_wordorder,0,2,Macalister 1914:15,,0,2,Matras 2012:214,
1008,Domari,PronAlign,neutro,2,Macalister 1914: 20,"Properly speaking, they are indeclin­able, ",neutro,2,Matras 2012:214,“ personal pronouns do not inflect for nominal case”
1009,Domari,NomAlign,nominativo-acusativo,2,Macalister 1914:12,,nominativo-acusativo,2,Matras 2012:128,
1010,Domari,TA_marks,2,1,Macalister 1914: 26,"“ the original Aryan tense-system has utterly broken down under the influence of the Arabic verb, and that while such || Nuri personal endings as are necessary have been retained, their syntactic treatment is now purely Semitic.“ ------- “Macalister completely fails to identify the presence of the external tense markers L and D and hence the meaningful distinction between forms like” - comment by Matras",4,2,Matras 2012:239,"id-, s-, I, aStabilized system"
1011,Domari,Evid,0,,,,0,2,Matras 2012:277,tense form used sometimes for evidentiality
1012,Domari,Questions,nan,,Macalister 1914:24,only talking about pronouns,prosodia,2,Matras 2012:324,"the principal structural feature indicating the question illocution is the rising intonation, coupled with the use of subjunctive/imperative mood of the verb which indicates the suspended realisation of the action."
1013,Domari,MorphCaus,1,2,Macalister 1914: 33,-naw,1,2,Matras 2012:236,-naw/aw-
1014,Domari,Tones,0,,,,0,,,
1015,Domari,Consonants,29,1,Macalister 1914:3,A lot of Arabic borrowings,34,2,Matras 2012:36,A lot of Arabic borrowings
1016,Domari,Vowels,12,1,Macalister 1914:20,,14,2,Matras 2012:42,“vowel sounds tend to alternate with neighbouring variants without any meaningful contrast. Phoneme boundaries can therefore be formed around clusters of adjoining vowels )”
1017,Domari,NasVowels,0,2,,,0,2,,
1018,Domari,AdjN,Adj N ,2,Macalister 1914:17,,Adj N ,2,Matras 2012:202,
1019,Domari,GenN,GEN N ,2,Macalister 1914:13,ongoing shift from genitive to ablative?,N GEN ,2,Matras 2012:161,ablative marks possessor
1020,Domari,BasicWO,SVO ,2,Macalister 1914: 26,"no explicit statement, but analysis seems to hold for SVO",SVO ,2,Matras 2012:317,"The pre-verbal field contains both the temporal specification and the identification of thesubject-topic. The post-verbal field contains both the argument of the verb (averb of motion that takes an indirect object), as well as a purpose clause thatoffers a glimpse into the continuing unfolding of the story."
1021,Domari,VP_Agr,1,2,Macalister 1914: 27,,1,2,Matras 2012:249,
1022,Domari,NP_Agr,1,2,Macalister 1914: 17,Gender and Number,1,2,Matras 2012:202,Gender and Number
1023,Even,Pron1P,3,2,Benzing 1955:75,"no gen, but incl/excl",3,2,Juwon 2011:63,
1024,Even,Pron2P,2,2,Benzing 1955:75,,2,2,Juwon 2011:63,
1025,Even,Pron3P,2,2,Benzing 1955:75,,2,2,Juwon 2011:63,
1026,Even,Cases,16,2,Benzing 1955:55,"Nom, Voc, Acc, Part, Dat, Abl, Lok, Prol, Dir-Loc, Dir-Pro, Direktiv, Instr, Elativ, Adessiv, Komitativ, Äquativ",13,2,Juwon 2011:53,"Vocative lost, Adessiv also lostCombination of directional + prolativ is made explicit as single case in Benzing (through...until)"
1027,Even,Dem,2,2,Benzing 1955:76,"lists three, but one seems to be the not spatial (“eben der”)",2,2,Juwon 2011:63,
1028,Even,NumClass,0,2,Benzing 1955:71,,0,2,Juwon 2011:218,neither mentioned nor evidence
1029,Even,GenClass,0,2,,,0,2,,
1030,Even,NounClass,0,2,,,0,2,,
1031,Even,InstrCom,1,2,Benzing 1955:55,,1,2,Juwon 2011:53,
1032,Even,Poss,nan,,,not mentioned,nan,,,not mentioned
1033,Even,LocDir,1,2,Benzing 1955:61,further distinguishing prolative and directional,1,2,Juwon 2011:53,further distinguishing prolative and directional
1034,Even,TempLoc,0,2,Benzing 1955:60,,0,2,Juwon 2011:54,
1035,Even,DitransMarking,1,2,Benzing 1955:55,rich case system,1,2,Juwon 2011:54,rich case system
1036,Even,CA_case,1,2,Benzing 1955:55,,1,2,Juwon 2011:54,
1037,Even,CA_head,1,2,Benzing 1955:87,,1,2,Juwon 2011:81,
1038,Even,CA_wordorder,0,2,Benzing 1955:116,,0,2,Juwon 2011:81,
1039,Even,PronAlign,nominativo-acusativo,2,Benzing 1955:76,,nominativo-acusativo,2,Juwon 2011:63,
1040,Even,NomAlign,nominativo-acusativo,2,Benzing 1955:55,,nominativo-acusativo,2,Juwon 2011:63,
1041,Even,TA_marks,13,2,Benzing 1955:43-45,"He has a very broad definition of aspect, ",13,2,Juwon 2011:77-94,extensive list in old questionnaire;
1042,Even,Evid,0,,,,0,,,
1043,Even,Questions,morfología,2,Benzing 1955:111,,morfología,2,Juwon 2011:111,
1044,Even,MorphCaus,1,2,Benzing 1955:48,,1,2,Juwon 2011:76,
1045,Even,Tones,0,,,,0,,,
1046,Even,Consonants,23,1,Benzing 1955:10,"No minimal pairs are established; are we dealing with phonemes or qualities? (it seems like qualities, which makes the comparison more difficult)",27,2,Juwon 2011:23,phonemes: 18not counted: 4 which appear only in russian loanwords
1047,Even,Vowels,13,2,Benzing 1955:6,"Cites “Levin” with 16, but shows how 3 values are lost because they match other qualities; 13 is his reliable analysis",13,2,Juwon 2011:11,
1048,Even,NasVowels,0,,,,0,,,
1049,Even,AdjN,Adj N ,2,Benzing 1955:116,some constructions with N-Adj,Adj N ,2,Juwon 2011:68,N-Adj if used predicatively
1050,Even,GenN,GEN N ,2,Benzing 1955:83,"wird das Besitzverhältnis zweier Sub­stantive im allgemeinen durch eine Konstruktion mit Possessivsuffix aus­gedrückt, welche unseren Genitiv ersetzt: Marja 3 u .11 ‘Maria ihr-Haus’ >",GEN N ,2,Juwon 2011:219,
1051,Even,BasicWO,no hay orden básico,2,Benzing 1955:116,“ das L a m u tisch e ein e S p ra ch e m it r e c h t fre ie r W o r t ­ste llu n g ist.“ - una lengua sin orden basico,no hay orden básico,2,Juwon 2011:114,Huge russian influence stated by author
1052,Even,VP_Agr,1,2,Benzing 1955:87,,1,2,Juwon 2011:81,
1053,Even,NP_Agr,1,2,Benzing 1955:66,,1,2,Juwon 2011:68,add morphological case and number affixes the same as nouns.
1054,Forest_Enets,Pron1P,1,2,Castren 1854:351,dual and plural derived by different case affixes,1,2,Siegl 2013:186,dual and plural derived by different case affixes
1055,Forest_Enets,Pron2P,1,2,Castren 1854:351,dual and plural derived by different case affixes,1,2,Siegl 2013:186,dual and plural derived by different case affixes
1056,Forest_Enets,Pron3P,1,2,Castren 1854:351,,1,2,Siegl 2013:186,dual and plural derived by different case affixes
1057,Forest_Enets,Cases,6,1,Castren 1854:316,Lack of detailed fieldwork shows (Castrén focussed on comparative perspective and especially Forest Enets lacks extensive fieldwork,9,2,Siegl 2013:161,rich oblique case system
1058,Forest_Enets,Dem,3,2,Castren 1854:358,,3,2,Siegl 2013:203,
1059,Forest_Enets,NumClass,0,2,Castren 1854:182,,0,2,,
1060,Forest_Enets,GenClass,0,2,,,0,2,,
1061,Forest_Enets,NounClass,0,2,,,0,2,,
1062,Forest_Enets,InstrCom,0,2,Castren 1854:108,no comitative,0,2,Siegl 2013:161,locative expresses both meanings
1063,Forest_Enets,Poss,0,2,,not mentioned when talking about possession,0,2,Siegl 2013:235,A formal distinction between alienable possession (‘my knife’) and inalienable possession (‘my nose’) does not exist
1064,Forest_Enets,LocDir,1,2,Castren 1854:114,locative and prolative,0,2,Siegl 2013:402,"loc described as “loc-dir” case, prolative is now extinct"
1065,Forest_Enets,TempLoc,0,2,Castren 1854:108,,0,2,Siegl 2013:164,explicitly stated that not
1066,Forest_Enets,DitransMarking,1,2,Castren 1854:316,rich oblique case system,1,2,Siegl 2013:351,rich oblique case system
1067,Forest_Enets,CA_case,0,2,Castren 1854:108,"Dual y plural identico al nominativo; en singular, hay dos formas que aún parecen al genitivo, pero ya están en full camino a perderse hacia el nominativo (y tal vez ya lao hicieron, es meramente un cambio de sonoridad que falta, de t a d)",0,2,Siegl 2013:121,“ the non-possessive accusative shows no overt case marking”
1068,Forest_Enets,CA_head,1,2,Castren 1854:293,,1,2,Siegl 2013:145,
1069,Forest_Enets,CA_wordorder,0,2,,,0,2,,
1070,Forest_Enets,PronAlign,nominativo-acusativo,2,Castren 1854:351,,nominativo-acusativo,2,Siegl 2013:187,Different stem is used for Acc
1071,Forest_Enets,NomAlign,neutro,2,Castren 1854:293,"Dual y plural identico al nominativo; en singular, hay dos formas que aún parecen al genitivo, pero ya están en full camino a perderse hacia el nominativo (y tal vez ya lao hicieron, es meramente un cambio de sonoridad que falta, de t a d)",neutro,2,Siegl 2013:122,inflection system is lost for Nom/Acc
1072,Forest_Enets,TA_marks,4,1,Castren 1854:369,,12,2,Siegl 2013:261,
1073,Forest_Enets,Evid,0,,,not mentioned,0,2,Siegl 2013:265,"tenses with evidential interpretation, but no explicit markers"
1074,Forest_Enets,Questions,1,2,Castren 1854:518,,1,2,Siegl 2013:285,only for questions about the past
1075,Forest_Enets,MorphCaus,nan,,,no se encuentra evidencia,0,2,Siegl 2013:350,"Synchronically, causativization in Forest Enets is no longer productive, but traces of the causative -đa/-da/-ta can be found"
1076,Forest_Enets,Tones,0,,,,0,,,
1077,Forest_Enets,Consonants,20,1,Castren 1854:3,,21,2,Siegl 2013:83,
1078,Forest_Enets,Vowels,5,1,Castren 1854:3,,6,2,Siegl 2013:94,
1079,Forest_Enets,NasVowels,0,,,,0,,,
1080,Forest_Enets,AdjN,Adj N ,2,Castren 1854:187,,Adj N ,2,Siegl 2013:98,
1081,Forest_Enets,GenN,N GEN ,2,Castren 1854:111,"aspirated, mostly phonological rest of former phoneme",N GEN ,2,Siegl 2013:234,
1082,Forest_Enets,BasicWO,nan,,,not discussed and no clear examples given,SOV ,2,Siegl 2013:363,"“In simple unmarked transitive clauses, the dominant word order is SOV:”"
1083,Forest_Enets,VP_Agr,1,2,Castren 1854:293,,1,2,Siegl 2013:145,
1084,Forest_Enets,NP_Agr,0,2,Castren 1854:187,Not in Jennisay (only in Tawgy),0,2,Siegl 2013:230,neither for case nor number
1085,Hawaiian,Pron1P,5,2,Andrews 1854:58,incl/excl in dual amd pl,5,2,Elbert 1975:107,
1086,Hawaiian,Pron2P,3,2,Andrews 1854:58,,3,2,Elbert 1975:107,
1087,Hawaiian,Pron3P,3,2,Andrews 1854:58,,3,2,Elbert 1975:107,
1088,Hawaiian,Cases,10,2,Andrews 1854:42,,10,2,Elbert 1975:131,"not counted “agentive”, seems to be an antipassive marker"
1089,Hawaiian,Dem,7,1,Andrews 1854:85,3 stems,11,2,Elbert 1975:110,"stems resemble the forms of Andrews, who probably misinterpreted a lot of the forms because his analysis was less fine-grained"
1090,Hawaiian,NumClass,1,2,Andrews 1854:31,,1,2,Elbert 1975:158,only one
1091,Hawaiian,GenClass,0,2,,,0,2,,
1092,Hawaiian,NounClass,0,2,,,0,2,,
1093,Hawaiian,InstrCom,0,2,Andrews 1854:46,labelled as dative,0,2,Elbert 1975:145,
1094,Hawaiian,Poss,1,2,Andrews 1854:46,,1,2,Elbert 1975:108,
