1,Language_ID,Parameter_ID,Value,Certainty,Comment,Source,Year
2552,SouthWa,CA_wordorder,1,2,,wa2012[24],2012
2553,SouthWa,CA_wordorder,NA,NA,,wa1907,1907
2554,SouthWa,Cases,0,2,,wa1907[9],1907
2555,SouthWa,Cases,0,2,,wa2012[40],2012
2556,SouthWa,ClassGen,0,NA,,wa1907,1907
2557,SouthWa,ClassGen,0,2,,wa2012[55-56],2012
2558,SouthWa,ClassNoun,0,2,Gender is distinguished by lexicon - and plural added through adjective – El género se distingue porque son distintas palabras y el plural es añadiendo un adj al nombre,wa1907[11],1907
2559,SouthWa,ClassNoun,1,2,classfiers,wa2012[55-56],2012
2560,SouthWa,ClassNum,0,NA,,wa1907,1907
2561,SouthWa,ClassNum,1,2, pp. 55-56,[27-28],wa2012
2562,SouthWa,Consonants,35,2,,wa2012[14],2012
2563,SouthWa,Consonants,NA,NA,Only orthographic references / Solo hay referencia de la ortografía,wa1907,1907
2564,SouthWa,Dem,6,2,,wa1907[14],1907
2565,SouthWa,Dem,11,2,,wa2012[51],2012
2566,SouthWa,DitransMarking,NA,NA,,wa1907,1907
2567,SouthWa,DitransMarking,NA,NA,,wa2012,2012
2568,SouthWa,Evid,NA,NA,,wa1907,1907
2569,SouthWa,Evid,NA,NA,,wa2012,2012
2570,SouthWa,GenN,N Gen,2,,wa1907[15],1907
2571,SouthWa,GenN,N Gen,2,,wa2012[69],2012
2572,SouthWa,InstrCom,0,2,Comitative through preposition – El comitativo es mediante preposición,wa2012[60],2012
2573,SouthWa,InstrCom,NA,NA,,wa1907,1907
2574,SouthWa,LocDir,0,2,,wa2012[33],2012
2575,SouthWa,LocDir,NA,NA,,wa1907,1907
2576,SouthWa,MorphCaus,0,2,Causation marked through causative verbs - La causación se marca con verbos independientes causativos.,wa2012[98-99],2012
2577,SouthWa,MorphCaus,NA,NA,,wa1907,1907
2578,SouthWa,NP_Agr,0,1,based on examples - there does not seem to be agreement between N and Adj / En base al ejemplo de clear water y el registro del adjetivo clear - parece que no hay concordancia entre nombre y adjetivo,wa1907[12],1907
2579,SouthWa,NP_Agr,0,2,,wa2012[48],2012
2580,SouthWa,NasVowels,0,2,,wa2012[15],2012
2581,SouthWa,NasVowels,NA,NA,,wa1907,1907
2582,SouthWa,NomAlign,neuter,2,,wa1907[9],1907
2583,SouthWa,NomAlign,neuter,1,Not marked on pronouns – Parece que no marca RG en los pronombres,wa2012[40],2012
2584,SouthWa,Poss,0,1,Not trust-worthy,wa1907[14-15],1907
2585,SouthWa,Poss,NA,NA,,wa2012,2012
2586,SouthWa,Pron1P,5,2,,wa2012[42],2012
2587,SouthWa,Pron1P,7,1,,wa1907[14],1907
2588,SouthWa,Pron2P,3,2,,wa2012[42],2012
2589,SouthWa,Pron2P,4,1,,wa1907[14],1907
2590,SouthWa,Pron3P,3,2,,wa2012[42],2012
2591,SouthWa,Pron3P,8,1,,wa1907[14],1907
2592,SouthWa,PronAlign,neuter,2,,wa2012[43],2012
2593,SouthWa,PronAlign,NA,NA,,wa1907,1907
2594,SouthWa,Questions,0,2,via lexicon,wa2012[103-104],2012
2595,SouthWa,Questions,NA,NA,,wa1907,1907
2596,SouthWa,TA_marks,0,2,via lexicon,"wa2012[78,80-81]",2012
2597,SouthWa,TA_marks,NA,NA,,wa1907,1907
2598,SouthWa,TempLoc,0,2,,wa2012[33],2012
2599,SouthWa,TempLoc,NA,NA,,wa1907,1907
2600,SouthWa,Tones,0,1,not discussed,wa2012,2012
2601,SouthWa,Tones,5,2,,wa1907[8],1907
2602,SouthWa,VP_Agr,0,2,,wa1907[15],1907
2603,SouthWa,VP_Agr,0,2,,wa2012[21],2012
2604,SouthWa,Vowels,9,2,,wa2012[15],2012
2605,SouthWa,Vowels,NA,NA,,wa1907,1907
2606,SouthernCoastalTsimshian,AdjN,Adj N,2,“the adjective always precedes the noun - “,tsimshian1911[ 350],1911
2607,SouthernCoastalTsimshian,AdjN,Adj N,2,“Adjectives - like numbers - come before the noun they modify.”,tsimshian1979[57],1979
2608,SouthernCoastalTsimshian,BasicWO,VSO,1,difficult - because few examples are given (mostly only forms with enclitis) - but seems to be VSO from examples on this page,tsimshian1911[ 352],1911
2609,SouthernCoastalTsimshian,BasicWO,VSO,2,,tsimshian1979[59],1979
2610,SouthernCoastalTsimshian,CA_case,1,2,,tsimshian1979[61],1979
2611,SouthernCoastalTsimshian,CA_case,NA,NA,no discussion of case apart from locative particles (rich prepositional system),tsimshian1911,1911
2612,SouthernCoastalTsimshian,CA_head,1,2,,tsimshian1911[384],1911
2613,SouthernCoastalTsimshian,CA_head,1,2,ergative alignment,tsimshian1979[62],1979
2614,SouthernCoastalTsimshian,CA_wordorder,0,2,,tsimshian1911[384],1911
2615,SouthernCoastalTsimshian,CA_wordorder,0,2,,tsimshian1979[62],1979
2616,SouthernCoastalTsimshian,Cases,2,2,at least -a (ergative) and -da as “connective” and other weird stuff on page 50 which is argued to be case but does not really show as “canonical” case,tsimshian1979[66],1979
2617,SouthernCoastalTsimshian,Cases,NA,NA,no discussion of case apart from locative particles (rich prepositional system) but probably presence of an ergative system,tsimshian1911,1911
2618,SouthernCoastalTsimshian,ClassGen,0,2,,tsimshian1911,1911
2619,SouthernCoastalTsimshian,ClassGen,0,2,,tsimshian1979,1979
2620,SouthernCoastalTsimshian,ClassNoun,0,2,,tsimshian1911,1911
2621,SouthernCoastalTsimshian,ClassNoun,0,2,,tsimshian1979,1979
2622,SouthernCoastalTsimshian,ClassNum,1,2,human beings - on canous - long objects,tsimshian1911[363],1911
2623,SouthernCoastalTsimshian,ClassNum,1,2,same system - humans - humans on caous - long objects,tsimshian1979[38],1979
2624,SouthernCoastalTsimshian,Consonants,17,1,40 alphabetical symbols,tsimshian1979[1],1979
2625,SouthernCoastalTsimshian,Consonants,24,1,,tsimshian1911[ 289],1911
2626,SouthernCoastalTsimshian,Dem,3,1,“I have not succeeded in the forms of theanalyzing satisfactorily demonstrative pronoun. “,tsimshian1911[393],1911
2627,SouthernCoastalTsimshian,Dem,5,2,labelled determiners - but clear spatial reference,tsimshian1979[56],1979
2628,SouthernCoastalTsimshian,DitransMarking,0,NA,no discussion of case apart from locative particles (rich prepositional system),tsimshian1911,1911
2629,SouthernCoastalTsimshian,DitransMarking,1,2,“n indirect object follows the absolutive in the sentence word order. A -da enclitic attaches to the absolutive.”,tsimshian1979[61],1979
2630,SouthernCoastalTsimshian,Evid,0,NA,,tsimshian1911,1911
2631,SouthernCoastalTsimshian,Evid,0,NA,,tsimshian1979,1979
2632,SouthernCoastalTsimshian,GenN,N Gen,2,,tsimshian1911[ 353],1911
2633,SouthernCoastalTsimshian,GenN,N Gen,2,“Possession is shown by placing the possessor noun after the noun that is owned.”,tsimshian1979[57],1979
2634,SouthernCoastalTsimshian,InstrCom,0,1,instrumental: p. 334no examples of a special comitative form are given,tsimshian1911,1911
2635,SouthernCoastalTsimshian,InstrCom,0,1,no comitative mentioned,tsimshian1979,1979
2636,SouthernCoastalTsimshian,LocDir,1,2,rich prepositional system,tsimshian1911[300],1911
2637,SouthernCoastalTsimshian,LocDir,1,2,analyzing the clitics as stative,tsimshian1979[43],1979
2638,SouthernCoastalTsimshian,MorphCaus,1,2,,tsimshian1911[ 344],1911
2639,SouthernCoastalTsimshian,MorphCaus,1,2,,tsimshian1979[34],1979
2640,SouthernCoastalTsimshian,NP_Agr,1,1,not explicitly discussed - but various adjectives in the list of plural morphology (not comparative/superlatives but real plural),tsimshian1911[ 377-385],1911
2641,SouthernCoastalTsimshian,NP_Agr,1,2,“must agree in number with the noun they modify”,tsimshian1979[57],1979
2642,SouthernCoastalTsimshian,NasVowels,0,NA,,tsimshian1911,1911
2643,SouthernCoastalTsimshian,NasVowels,0,NA,,tsimshian1979,1979
2644,SouthernCoastalTsimshian,NomAlign,ergative-absolutive,2,,tsimshian1979[61],1979
2645,SouthernCoastalTsimshian,NomAlign,NA,NA,no discussion of nominal case apart from locative particles (rich prepositional system),tsimshian1911,1911
2646,SouthernCoastalTsimshian,Poss,1,2,less marking than for other possession,tsimshian1911[392],1911
2647,SouthernCoastalTsimshian,Poss,1,2,“ Some kinship terms do not have the na- prefix when they are possessed. This fact implies that some kinsmen are considered - in some way - part of one another.“,tsimshian1979[57],1979
2648,SouthernCoastalTsimshian,Pron1P,4,2,,tsimshian1911[391],1911
2649,SouthernCoastalTsimshian,Pron1P,4,2,,tsimshian1979[66],1979
2650,SouthernCoastalTsimshian,Pron2P,4,2,,tsimshian1911[391],1911
2651,SouthernCoastalTsimshian,Pron2P,4,2,,tsimshian1979[66],1979
2652,SouthernCoastalTsimshian,Pron3P,2,2,,tsimshian1911[391],1911
2653,SouthernCoastalTsimshian,Pron3P,2,2,,tsimshian1979[66],1979
2654,SouthernCoastalTsimshian,PronAlign,ergative-absolutive,2,,tsimshian1911[391],1911
2655,SouthernCoastalTsimshian,PronAlign,ergative-absolutive,2,,tsimshian1979[66],1979
2656,SouthernCoastalTsimshian,Questions,morphology,2,,tsimshian1911[ 405],1911
2657,SouthernCoastalTsimshian,Questions,morphology,2,same affix -i is used in examples as with Boas - but Dunn does not mention it,tsimshian1979[70],1979
2658,SouthernCoastalTsimshian,TA_marks,5,1,extensive analysis in old questionnaire,tsimshian1911[ 401],1911
2659,SouthernCoastalTsimshian,TA_marks,9,2,a lot of aspectual affixes which Boas did not recognize,tsimshian1979[59],1979
2660,SouthernCoastalTsimshian,TempLoc,1,2,,tsimshian1911[310],1911
2661,SouthernCoastalTsimshian,TempLoc,NA,NA,,tsimshian1979,1979
2662,SouthernCoastalTsimshian,Tones,0,NA,,tsimshian1911,1911
2663,SouthernCoastalTsimshian,Tones,0,NA,,tsimshian1979,1979
2664,SouthernCoastalTsimshian,VP_Agr,1,2,,tsimshian1911[384],1911
2665,SouthernCoastalTsimshian,VP_Agr,1,2,ergative alignment,tsimshian1979[62],1979
2666,SouthernCoastalTsimshian,Vowels,20,1,also 20 vowel qualities…,tsimshian1911[ 289],1911
2667,SouthernCoastalTsimshian,Vowels,24,1,5 letters - all vary to:short - falling - interrupts - long; 24 vowels? nop,tsimshian1979[1],1979
2668,SouthernYukaghir,AdjN,NA,NA,The adjective has no special form. Instead of it - par­ticiples and other verbal forms (see §§ 80 - 84) are used.,yukaghir1905[112],1905
2669,SouthernYukaghir,AdjN,NA,NA,“The most typologically striking feature of the Yukaghir parts-of-speech system is absence of adjectives “,yukaghir1999[12],1999
2670,SouthernYukaghir,BasicWO,SOV,2,“ If used as a direct object - it is put between the subject and the transitive verb -”,yukaghir1905[107],1905
2671,SouthernYukaghir,BasicWO,SOV,2,,yukaghir1999[12],1999
2672,SouthernYukaghir,CA_case,1,2,,yukaghir1905[107],1905
2673,SouthernYukaghir,CA_case,1,2,,yukaghir1999[5],1999
2674,SouthernYukaghir,CA_head,1,2,,yukaghir1905[123],1905
2675,SouthernYukaghir,CA_head,1,2,,yukaghir1999[184],1999
2676,SouthernYukaghir,CA_wordorder,0,2,,yukaghir1905[103],1905
2677,SouthernYukaghir,CA_wordorder,0,2,,yukaghir1999[184],1999
2678,SouthernYukaghir,Cases,9,2,not counted “temporal” because it does not seem to work as a case; no examples given as well; neither comparatives as they seem to be phrasal; added “predicative” because its form is there (-lek) even though Jochelson did not analyze it,yukaghir1905[105],1905
2679,SouthernYukaghir,Cases,9,2,“Nominative - Predicative - Accusative - Instrumental - Dative - Locative - Ablative - Prolative - and Comitative”,yukaghir1999[5],1999
2680,SouthernYukaghir,ClassGen,0,2,,yukaghir1905,1905
2681,SouthernYukaghir,ClassGen,0,2,,yukaghir1999,1999
2682,SouthernYukaghir,ClassNoun,0,2,“The Yukaghir language has no grammatical distinc­tion of gender. “,yukaghir1905[112],1905
2683,SouthernYukaghir,ClassNoun,0,2,,yukaghir1999,1999
2684,SouthernYukaghir,ClassNum,0,2,,yukaghir1905,1905
2685,SouthernYukaghir,ClassNum,0,2,,yukaghir1999,1999
2686,SouthernYukaghir,Consonants,20,2,,yukaghir1999[2],1999
2687,SouthernYukaghir,Consonants,28,1,,yukaghir1905[101],1905
2688,SouthernYukaghir,Dem,2,1,tin - tan,yukaghir1905[116],1905
2689,SouthernYukaghir,Dem,3,2,ti -ta - ada,yukaghir1999[306],1999
2690,SouthernYukaghir,DitransMarking,1,2,here are some examples of ditransitive “give”; pronoun bears dative affix,yukaghir1905[108],1905
2691,SouthernYukaghir,DitransMarking,1,2,dative,yukaghir1999[140],1999
2692,SouthernYukaghir,Evid,2,2,evidential hearsay“perfective” for an action that certainly will take place: first hand,yukaghir1905[128],1905
2693,SouthernYukaghir,Evid,2,2,non-future (“perfective”) - and inferential (“evidential”); direct citation of Jochelson as well,yukaghir1999[227],1999
2694,SouthernYukaghir,GenN,Gen N,2,,yukaghir1905[104],1905
2695,SouthernYukaghir,GenN,Gen N,2,,yukaghir1999[12],1999
2696,SouthernYukaghir,InstrCom,1,2,two comitatives actually; one instrumental,yukaghir1905[105],1905
2697,SouthernYukaghir,InstrCom,1,2,,yukaghir1999[5],1999
2698,SouthernYukaghir,LocDir,1,2,“In some cases the locative answers also the question Whither? and expresses motion into an object - while the dative mostly indicates motion toward an object.”,yukaghir1905[106],1905
2699,SouthernYukaghir,LocDir,1,2,locative can express both motion towards and location - but the dative also expresses direction,yukaghir1999[140],1999
2700,SouthernYukaghir,MorphCaus,1,2,,yukaghir1905[131],1905
2701,SouthernYukaghir,MorphCaus,1,2,,yukaghir1999[182],1999
2702,SouthernYukaghir,NP_Agr,NA,NA,The adjective has no special form. Instead of it - par­ticiples and other verbal forms (see §§ 80 - 84) are used.,yukaghir1905[112],1905
2703,SouthernYukaghir,NP_Agr,NA,NA,“The most typologically striking feature of the Yukaghir parts-of-speech system is absence of adjectives “,yukaghir1999[12],1999
2704,SouthernYukaghir,NasVowels,0,NA,,yukaghir1905,1905
2705,SouthernYukaghir,NasVowels,0,NA,,yukaghir1999,1999
2706,SouthernYukaghir,NomAlign,nominative-accusative,2,some neutral person constellations are found,yukaghir1905[107],1905
2707,SouthernYukaghir,NomAlign,nominative-accusative,2,,yukaghir1999[5],1999
2708,SouthernYukaghir,Poss,NA,NA,,yukaghir1905,1905
2709,SouthernYukaghir,Poss,NA,NA,,yukaghir1999,1999
2710,SouthernYukaghir,Pron1P,2,2,Kolyma dialect is southern,yukaghir1905[116],1905
2711,SouthernYukaghir,Pron1P,2,2,,yukaghir1999[301],1999
2712,SouthernYukaghir,Pron2P,2,2,,yukaghir1905[116],1905
2713,SouthernYukaghir,Pron2P,2,2,,yukaghir1999[301],1999
2714,SouthernYukaghir,Pron3P,2,2,,yukaghir1905[116],1905
2715,SouthernYukaghir,Pron3P,2,2,,yukaghir1999[301],1999
2716,SouthernYukaghir,PronAlign,nominative-accusative,2,“With the exception of a few phonetic peculiarities - thecase-suffixes of pronouns are the same as those of nouns.“,yukaghir1905[117],1905
2717,SouthernYukaghir,PronAlign,nominative-accusative,2,,yukaghir1999[302],1999
2718,SouthernYukaghir,Questions,morphology,2,The indefinite has three forms in the indicative mode - apositive - a negative - and an interrogative.”,yukaghir1905[120],1905
2719,SouthernYukaghir,Questions,morphology,2,stem alternation for questions with wh-pronouns,yukaghir1999[606],1999
2720,SouthernYukaghir,TA_marks,3,1,Aspect is really not the old men’s strength,yukaghir1905[119],1905
2721,SouthernYukaghir,TA_marks,8,2,at least 2 tense and 6 aspect markers - probably more - especially if we count compounded times,yukaghir1999[221],1999
2722,SouthernYukaghir,TempLoc,1,2,,yukaghir1905[110],1905
2723,SouthernYukaghir,TempLoc,1,2,“In its temporal meaning - the Locative case can express either a particular period of time or a quantity of time (“,yukaghir1999[143],1999
2724,SouthernYukaghir,Tones,0,NA,,yukaghir1905,1905
2725,SouthernYukaghir,Tones,0,NA,,yukaghir1999,1999
2726,SouthernYukaghir,VP_Agr,1,2,,yukaghir1905[123],1905
2727,SouthernYukaghir,VP_Agr,1,2,,yukaghir1999[184],1999
2728,SouthernYukaghir,Vowels,5,1,+ short/long contrast,yukaghir1905[100],1905
2729,SouthernYukaghir,Vowels,6,2,,yukaghir1999[2],1999
2730,Tarifiyt,AdjN,N Adj,2,,tarifiyt1905[370],1905
2731,Tarifiyt,AdjN,NA,NA,,tarifiyt1996,1996
2732,Tarifiyt,BasicWO,VSO,2,also SOV - but object always after S,tarifiyt1905[439-440],1905
2733,Tarifiyt,BasicWO,VSO,2,,tarifiyt1996[33],1996
2734,Tarifiyt,CA_case,1,1,Mentions Nom-Acc – Mencionan caso nom-acc,tarifiyt1905[51-52],1905
2735,Tarifiyt,CA_case,NA,NA,,tarifiyt1996,1996
2736,Tarifiyt,CA_head,NA,NA,,tarifiyt1905,1905
2737,Tarifiyt,CA_head,NA,NA,,tarifiyt1996,1996
2738,Tarifiyt,CA_wordorder,1,2,,tarifiyt1905[439-440],1905
2739,Tarifiyt,CA_wordorder,1,2,,tarifiyt1996[33],1996
2740,Tarifiyt,Cases,0,1,,tarifiyt1905[52],1905
2741,Tarifiyt,Cases,11,2,,tarifiyt1996[22],1996
2742,Tarifiyt,ClassGen,0,NA,,tarifiyt1905,1905
2743,Tarifiyt,ClassGen,0,NA,,tarifiyt1996,1996
2744,Tarifiyt,ClassNoun,0,NA,,tarifiyt1996,1996
2745,Tarifiyt,ClassNoun,1,2,,tarifiyt1905[42-43],1905
2746,Tarifiyt,ClassNum,0,NA,,tarifiyt1905,1905
2747,Tarifiyt,ClassNum,0,NA,,tarifiyt1996,1996
2748,Tarifiyt,Consonants,24,1,,tarifiyt1905[1],1905
2749,Tarifiyt,Consonants,31,2,,tarifiyt1996[14],1996
2750,Tarifiyt,Dem,6,2,,tarifiyt1996[24],1996
2751,Tarifiyt,Dem,22,2,,tarifiyt1905[81],1905
2752,Tarifiyt,DitransMarking,NA,NA,,tarifiyt1905,1905
2753,Tarifiyt,DitransMarking,NA,NA,,tarifiyt1996,1996
2754,Tarifiyt,Evid,NA,NA,,tarifiyt1905,1905
2755,Tarifiyt,Evid,NA,NA,,tarifiyt1996,1996
2756,Tarifiyt,GenN,NA,NA,,tarifiyt1905,1905
2757,Tarifiyt,GenN,NA,NA,,tarifiyt1996,1996
2758,Tarifiyt,InstrCom,0,2,There’s only a preposition for instrument - no mention of commutative / Solo hay preposición para instrumento. No hay mención de comitativo en la gramática.,tarifiyt1905[321],1905
2759,Tarifiyt,InstrCom,NA,NA,,tarifiyt1996,1996
2760,Tarifiyt,LocDir,NA,NA,,tarifiyt1905,1905
2761,Tarifiyt,LocDir,NA,NA,,tarifiyt1996,1996
2762,Tarifiyt,MorphCaus,0,2,Through preposition,tarifiyt1905[321],1905
2763,Tarifiyt,MorphCaus,1,2,,tarifiyt1996[18],1996
2764,Tarifiyt,NP_Agr,NA,NA,Verbs act as adjectives – Los verbos actúan de adjetivos.,tarifiyt1905[368],1905
2765,Tarifiyt,NP_Agr,NA,NA,no adjectives,tarifiyt1996[24],1996
2766,Tarifiyt,NasVowels,0,1,not discussed,tarifiyt1905,1905
2767,Tarifiyt,NasVowels,0,2,,tarifiyt1996[14],1996
2768,Tarifiyt,NomAlign,nominative-accusative,1,Mentions Nom-Acc – Mencionan caso nom-acc,tarifiyt1905[51-52],1905
2769,Tarifiyt,NomAlign,NA,NA,,tarifiyt1996,1996
2770,Tarifiyt,Poss,NA,NA,,tarifiyt1905,1905
2771,Tarifiyt,Poss,NA,NA,,tarifiyt1996,1996
2772,Tarifiyt,Pron1P,2,2,,tarifiyt1996[21],1996
2773,Tarifiyt,Pron1P,4,2,,tarifiyt1905[68],1905
2774,Tarifiyt,Pron2P,4,2,,tarifiyt1996[21],1996
2775,Tarifiyt,Pron2P,6,2,,tarifiyt1905[68],1905
2776,Tarifiyt,Pron3P,4,2,,tarifiyt1996[21],1996
2777,Tarifiyt,Pron3P,6,2,,tarifiyt1905[69],1905
2778,Tarifiyt,PronAlign,NA,NA,,tarifiyt1905,1905
2779,Tarifiyt,PronAlign,NA,NA,,tarifiyt1996,1996
2780,Tarifiyt,Questions,0,2,Trough particle or entonation,tarifiyt1905[427],1905
2781,Tarifiyt,Questions,0,2,Through interrogative pronoun,tarifiyt1996[26],1996
2782,Tarifiyt,TA_marks,3,1,,tarifiyt1996[19],1996
2783,Tarifiyt,TA_marks,4,1,,tarifiyt1905[167-170],1905
2784,Tarifiyt,TempLoc,NA,NA,,tarifiyt1905,1905
2785,Tarifiyt,TempLoc,NA,NA,,tarifiyt1996,1996
2786,Tarifiyt,Tones,0,1,not discussed,tarifiyt1905,1905
2787,Tarifiyt,Tones,0,1,not discussed,tarifiyt1996,1996
2788,Tarifiyt,VP_Agr,1,2,,tarifiyt1905[30],1905
2789,Tarifiyt,VP_Agr,1,2,,tarifiyt1996[15],1996
2790,Tarifiyt,Vowels,3,2,,tarifiyt1996[14],1996
2791,Tarifiyt,Vowels,6,1,,tarifiyt1905[1],1905
2792,ThadoChin,AdjN,N Adj,2,,chin1980[6],1980
2793,ThadoChin,AdjN,N Adj,2,,chin2014[129-130],2014
2794,ThadoChin,BasicWO,SOV,1,also OSV - but verb always final,chin1980[79],1980
2795,ThadoChin,BasicWO,SOV,2,also OSV for pragmatic reasons - but verb always final,chin2014[198],2014
2796,ThadoChin,CA_case,1,2,,chin1980[45-46],1980
2797,ThadoChin,CA_case,1,2,,chin2014[125],2014
2798,ThadoChin,CA_head,0,2,,chin1980[59],1980
2799,ThadoChin,CA_head,1,2,,chin2014[156],2014
2800,ThadoChin,CA_wordorder,1,NA,,chin1980[79],1980
2801,ThadoChin,CA_wordorder,1,2,,chin2014[198],2014
2802,ThadoChin,Cases,5,2,,chin2014[125],2014
2803,ThadoChin,Cases,7,2,,chin1980[45-46],1980
2804,ThadoChin,ClassGen,0,NA,,chin1980,1980
2805,ThadoChin,ClassGen,0,2,,chin2014[123-124],2014
2806,ThadoChin,ClassNoun,1,2,,chin1980[36-38],1980
2807,ThadoChin,ClassNoun,1,2,,"chin2014[123-124,107]",2014
2808,ThadoChin,ClassNum,0,NA,,chin1980,1980
2809,ThadoChin,ClassNum,0,2,,chin2014[123-124],2014
2810,ThadoChin,Consonants,20,2,,chin2014[44],2014
2811,ThadoChin,Consonants,23,2,,chin1980[6],1980
2812,ThadoChin,Dem,2,2,,chin1980[40],1980
2813,ThadoChin,Dem,6,2,,chin2014[103],2014
2814,ThadoChin,DitransMarking,0,2,,chin2014[213],2014
2815,ThadoChin,DitransMarking,NA,NA,,chin1980,1980
2816,ThadoChin,Evid,1,2,,chin2014[151],2014
2817,ThadoChin,Evid,NA,NA,,chin1980,1980
2818,ThadoChin,GenN,Gen N,2,,chin2014[129-130],2014
2819,ThadoChin,GenN,NA,1,not discussed - but case on examples,chin1980[6],1980
2820,ThadoChin,InstrCom,1,2,,chin2014[125],2014
2821,ThadoChin,InstrCom,NA,NA,,chin1980,1980
2822,ThadoChin,LocDir,1,2,,"chin1980[35,47]",1980
2823,ThadoChin,LocDir,NA,NA,,chin2014,2014
2824,ThadoChin,MorphCaus,1,2,,chin1980[61],1980
2825,ThadoChin,MorphCaus,1,2,,chin2014[213-214],2014
2826,ThadoChin,NP_Agr,1,2,,chin1980[52],1980
2827,ThadoChin,NP_Agr,NA,2,adjectival verbs - no adjectives proper,chin2014[116-118],2014
2828,ThadoChin,NasVowels,0,2,,chin1980[6-7],1980
2829,ThadoChin,NasVowels,0,2,,chin2014[53],2014
2830,ThadoChin,NomAlign,ergative-absolutive,2,,chin2014[125],2014
2831,ThadoChin,NomAlign,nominative-accusative,2,,chin1980[42-43],1980
2832,ThadoChin,Poss,NA,NA,,chin1980,1980
2833,ThadoChin,Poss,NA,NA,,chin2014,2014
2834,ThadoChin,Pron1P,5,2,,chin1980[40],1980
2835,ThadoChin,Pron1P,5,2,,chin2014[101],2014
2836,ThadoChin,Pron2P,3,2,,chin1980[40],1980
2837,ThadoChin,Pron2P,3,2,,chin2014[101],2014
2838,ThadoChin,Pron3P,3,2,,chin1980[40],1980
2839,ThadoChin,Pron3P,3,2,,chin2014[101],2014
2840,ThadoChin,PronAlign,nominative-accusative,2,,chin1980[42-43],1980
2841,ThadoChin,PronAlign,NA,NA,,chin2014,2014
2842,ThadoChin,Questions,1,2,,chin1980[71],1980
2843,ThadoChin,Questions,1,2,,chin2014[214],2014
2844,ThadoChin,TA_marks,0,2,Lexical,chin1980[64-67],1980
2845,ThadoChin,TA_marks,0,2,Lexical,chin2014[143-144],2014
2846,ThadoChin,TempLoc,NA,NA,,chin1980,1980
2847,ThadoChin,TempLoc,NA,NA,,chin2014,2014
2848,ThadoChin,Tones,3,2,,chin2014[72],2014
2849,ThadoChin,Tones,5,2,,chin1980[7],1980
2850,ThadoChin,VP_Agr,0,2,,chin2014[132],2014
2851,ThadoChin,VP_Agr,1,2,,chin1980[60],1980
2852,ThadoChin,Vowels,6,2,,chin1980[6-7],1980
2853,ThadoChin,Vowels,6,2,,chin2014[53],2014
2854,Tlingit,AdjN,NA,NA,no adjectives mentioned nor analzyble in his examples; maybe there are not even adjectives as POS class,tlingit1917,1917
2855,Tlingit,AdjN,NA,NA,two classes of adjectives? Naish does not mention “adjective” even once but gives “modifiers”,tlingit1979[80],1979
2856,Tlingit,BasicWO,SOV,2,,tlingit1917[23],1917
2857,Tlingit,BasicWO,SOV,2,,tlingit1979[43],1979
2858,Tlingit,CA_case,1,2,What boas describes as passive is actually ergative;1) only transitive subjects marked2) no passive reading3) explains pronoun splits on the verb,tlingit1917[99],1917
2859,Tlingit,CA_case,1,2,“instrumental”/ergative marker -j; not made explicit however,tlingit1979[68],1979
2860,Tlingit,CA_head,1,2,,tlingit1917[42],1917
2861,Tlingit,CA_head,1,2,,tlingit1979[71],1979
2862,Tlingit,CA_wordorder,0,2,,tlingit1917[42],1917
2863,Tlingit,CA_wordorder,0,2,,tlingit1979[71],1979
2864,Tlingit,Cases,0,1,case is not discussed,tlingit1917,1917
2865,Tlingit,Cases,0,1,only spatial (“situational”) cases discussed,tlingit1979[67],1979
2866,Tlingit,ClassGen,0,1,“The possessive -'a is used most frequently to express possession by animals or inanimate objects.“ - the different possessive correspond to different properties of the possessor - but the form is used for other accounts as well,tlingit1917[54],1917
2867,Tlingit,ClassGen,0,1,no such classification seems to be established and the corresponding forms “a” - “ac” disappeared from the inventory - only “du” left,tlingit1979[109],1979
2868,Tlingit,ClassNoun,1,2,“— Immediately preceding the verbal stem are found a number of elements whose original function seems to  have been to indicate the form of the subject or object of the verb. According to mode and other incidents - their forms show certain variations. In most cases the use of these elements is purely formal. “,tlingit1917[23],1917
2869,Tlingit,ClassNoun,1,2,Marked on the verb: “verb themes”,tlingit1979[89],1979
2870,Tlingit,ClassNum,1,2,“-nax  is used with numerals referring to human beings”- slaves without this affix,tlingit1917[93],1917
2871,Tlingit,ClassNum,1,2,same form for humans - but not for other nouns so proably not num.cl?,tlingit1979[104],1979
2872,Tlingit,Consonants,41,1,,tlingit1917[9],1917
2873,Tlingit,Consonants,42,1,,tlingit1979[4],1979
2874,Tlingit,Dem,4,1,four productive dem. pronouns; there are lexicalized traces of a fith element which cannot be reconstructed,tlingit1917[113],1917
2875,Tlingit,Dem,4,2,,tlingit1979[76],1979
2876,Tlingit,DitransMarking,1,2,affix -i,tlingit1917[111],1917
2877,Tlingit,DitransMarking,1,1,a lexical benefactive marker - but its mixed with nominalization and clausal markers,tlingit1979[68],1979
2878,Tlingit,Evid,0,NA,,tlingit1917,1917
2879,Tlingit,Evid,0,NA,,tlingit1979,1979
2880,Tlingit,GenN,Gen N,2,,tlingit1917[89],1917
2881,Tlingit,GenN,Gen N,2,,tlingit1979[103],1979
2882,Tlingit,InstrCom,0,1,instrumental comitative is argued to be a full word - but the same form also occurs with Boas and it is unclear whether this is indeed the case,tlingit1979[122],1979
